cycle,state,hpi,year,month,date,type
2009M05,OR,148.7686891,2009,05,5/1/2009,State
2009M06,OR,148.9503793,2009,06,6/1/2009,State
2009M07,OR,149.1982156,2009,07,7/1/2009,State
2009M08,OR,148.853567,2009,08,8/1/2009,State
2009M09,OR,148.0017496,2009,09,9/1/2009,State
2009M10,OR,146.6430505,2009,10,10/1/2009,State
2009M11,OR,144.7856646,2009,11,11/1/2009,State
2009M12,OR,142.9395099,2009,12,12/1/2009,State
2010M01,OR,141.792271,2010,01,1/1/2010,State
2010M02,OR,141.6187738,2010,02,2/1/2010,State
2010M03,OR,142.3698905,2010,03,3/1/2010,State
2010M04,OR,143.3990839,2010,04,4/1/2010,State
2010M05,OR,143.5687058,2010,05,5/1/2010,State
2010M06,OR,142.4980813,2010,06,6/1/2010,State
2010M07,OR,140.6552323,2010,07,7/1/2010,State
2010M08,OR,138.6446437,2010,08,8/1/2010,State
2010M09,OR,136.7130046,2010,09,9/1/2010,State
2010M10,OR,134.7951807,2010,10,10/1/2010,State
2010M11,OR,132.7353632,2010,11,11/1/2010,State
2010M12,OR,130.6446076,2010,12,12/1/2010,State
2011M01,OR,128.9574682,2011,01,1/1/2011,State
2011M02,OR,128.1151199,2011,02,2/1/2011,State
2011M03,OR,128.2314158,2011,03,3/1/2011,State
2011M04,OR,128.8634395,2011,04,4/1/2011,State
2011M05,OR,129.5738705,2011,05,5/1/2011,State
2011M06,OR,130.4391349,2011,06,6/1/2011,State
2011M07,OR,131.2421713,2011,07,7/1/2011,State
2011M08,OR,131.1966017,2011,08,8/1/2011,State
2011M09,OR,130.3075357,2011,09,9/1/2011,State
2011M10,OR,129.2114854,2011,10,10/1/2011,State
2011M11,OR,127.9711463,2011,11,11/1/2011,State
2011M12,OR,126.4734402,2011,12,12/1/2011,State
2012M01,OR,125.2487181,2012,01,1/1/2012,State
2012M02,OR,125.0397951,2012,02,2/1/2012,State
2012M03,OR,126.1870554,2012,03,3/1/2012,State
2012M04,OR,128.3134746,2012,04,4/1/2012,State
2012M05,OR,130.4948516,2012,05,5/1/2012,State
2012M06,OR,132.1299793,2012,06,6/1/2012,State
2012M07,OR,133.151398,2012,07,7/1/2012,State
2012M08,OR,133.8886379,2012,08,8/1/2012,State
2012M09,OR,134.556935,2012,09,9/1/2012,State
2012M10,OR,134.9659217,2012,10,10/1/2012,State
2012M11,OR,135.0914125,2012,11,11/1/2012,State
2012M12,OR,135.2329008,2012,12,12/1/2012,State
2013M01,OR,135.786286,2013,01,1/1/2013,State
2013M02,OR,137.3366291,2013,02,2/1/2013,State
2013M03,OR,140.2410812,2013,03,3/1/2013,State
2013M04,OR,143.7406663,2013,04,4/1/2013,State
2013M05,OR,146.7812182,2013,05,5/1/2013,State
2013M06,OR,149.224054,2013,06,6/1/2013,State
2013M07,OR,151.0471249,2013,07,7/1/2013,State
2013M08,OR,151.8675277,2013,08,8/1/2013,State
2013M09,OR,152.1300476,2013,09,9/1/2013,State
2013M10,OR,151.982875,2013,10,10/1/2013,State
2013M11,OR,151.4105006,2013,11,11/1/2013,State
2013M12,OR,151.077578,2013,12,12/1/2013,State
2014M01,OR,151.5317829,2014,01,1/1/2014,State
2014M02,OR,153.1106487,2014,02,2/1/2014,State
2014M03,OR,155.2154309,2014,03,3/1/2014,State
2014M04,OR,157.0258862,2014,04,4/1/2014,State
2014M05,OR,158.6737808,2014,05,5/1/2014,State
2014M06,OR,160.4194757,2014,06,6/1/2014,State
2014M07,OR,161.6046363,2014,07,7/1/2014,State
2014M08,OR,161.6217147,2014,08,8/1/2014,State
2014M09,OR,161.107436,2014,09,9/1/2014,State
2014M10,OR,161.1952101,2014,10,10/1/2014,State
2014M11,OR,161.6778411,2014,11,11/1/2014,State
2014M12,OR,161.7834602,2014,12,12/1/2014,State
2015M01,OR,161.9026116,2015,01,1/1/2015,State
2015M02,OR,162.9083455,2015,02,2/1/2015,State
2015M03,OR,165.1547182,2015,03,3/1/2015,State
2015M04,OR,168.3371955,2015,04,4/1/2015,State
2015M05,OR,171.9156028,2015,05,5/1/2015,State
2015M06,OR,174.9337414,2015,06,6/1/2015,State
2015M07,OR,176.8290964,2015,07,7/1/2015,State
2015M08,OR,177.7446382,2015,08,8/1/2015,State
2015M09,OR,178.1435,2015,09,9/1/2015,State
2015M10,OR,178.4983071,2015,10,10/1/2015,State
2015M11,OR,178.9915079,2015,11,11/1/2015,State
2015M12,OR,179.5376686,2015,12,12/1/2015,State
2016M01,OR,180.1824233,2016,01,1/1/2016,State
2016M02,OR,181.5561673,2016,02,2/1/2016,State
2016M03,OR,183.904048,2016,03,3/1/2016,State
1975M01,PA,28.73897555,1975,01,1/1/1975,State
1975M02,PA,29.06529134,1975,02,2/1/1975,State
1975M03,PA,29.32022235,1975,03,3/1/1975,State
1975M04,PA,29.52400555,1975,04,4/1/1975,State
1975M05,PA,29.78702557,1975,05,5/1/1975,State
1975M06,PA,30.0933579,1975,06,6/1/1975,State
1975M07,PA,30.29458668,1975,07,7/1/1975,State
1975M08,PA,30.21008616,1975,08,8/1/1975,State
1975M09,PA,29.75911726,1975,09,9/1/1975,State
1975M10,PA,29.20165092,1975,10,10/1/1975,State
1975M11,PA,29.33572489,1975,11,11/1/1975,State
1975M12,PA,30.15966406,1975,12,12/1/1975,State
1976M01,PA,30.85586923,1976,01,1/1/1976,State
1976M02,PA,31.22862935,1976,02,2/1/1976,State
1976M03,PA,31.38877122,1976,03,3/1/1976,State
1976M04,PA,31.45629466,1976,04,4/1/1976,State
1976M05,PA,31.59384973,1976,05,5/1/1976,State
1976M06,PA,31.88454237,1976,06,6/1/1976,State
1976M07,PA,32.0890652,1976,07,7/1/1976,State
1976M08,PA,31.91473308,1976,08,8/1/1976,State
1976M09,PA,31.39504465,1976,09,9/1/1976,State
1976M10,PA,31.07048857,1976,10,10/1/1976,State
1976M11,PA,31.45090851,1976,11,11/1/1976,State
1976M12,PA,32.18742083,1976,12,12/1/1976,State
1977M01,PA,32.70040145,1977,01,1/1/1977,State
1977M02,PA,32.94176362,1977,02,2/1/1977,State
1977M03,PA,33.0200525,1977,03,3/1/1977,State
1977M04,PA,33.07900764,1977,04,4/1/1977,State
1977M05,PA,33.31894422,1977,05,5/1/1977,State
1977M06,PA,33.74106303,1977,06,6/1/1977,State
1977M07,PA,34.15161304,1977,07,7/1/1977,State
1977M08,PA,34.41164291,1977,08,8/1/1977,State
1977M09,PA,34.4159699,1977,09,9/1/1977,State
1977M10,PA,34.51185465,1977,10,10/1/1977,State
1977M11,PA,35.0369531,1977,11,11/1/1977,State
1977M12,PA,35.61457745,1977,12,12/1/1977,State
1978M01,PA,35.9813522,1978,01,1/1/1978,State
1978M02,PA,36.26113237,1978,02,2/1/1978,State
1978M03,PA,36.60289955,1978,03,3/1/1978,State
1978M04,PA,37.05965866,1978,04,4/1/1978,State
1978M05,PA,37.52443426,1978,05,5/1/1978,State
1978M06,PA,37.87967476,1978,06,6/1/1978,State
1978M07,PA,38.11912958,1978,07,7/1/1978,State
1978M08,PA,38.19063328,1978,08,8/1/1978,State
1978M09,PA,37.90568848,1978,09,9/1/1978,State
1978M10,PA,37.68670754,1978,10,10/1/1978,State
1978M11,PA,38.18576632,1978,11,11/1/1978,State
1978M12,PA,39.00793829,1978,12,12/1/1978,State
1979M01,PA,39.62221053,1979,01,1/1/1979,State
1979M02,PA,40.03470414,1979,02,2/1/1979,State
1979M03,PA,40.30119546,1979,03,3/1/1979,State
1979M04,PA,40.48791493,1979,04,4/1/1979,State
1979M05,PA,40.74189806,1979,05,5/1/1979,State
1979M06,PA,41.1421871,1979,06,6/1/1979,State
1979M07,PA,41.48138129,1979,07,7/1/1979,State
1979M08,PA,41.65145103,1979,08,8/1/1979,State
1979M09,PA,41.71972342,1979,09,9/1/1979,State
1979M10,PA,41.90828818,1979,10,10/1/1979,State
1979M11,PA,42.378905,1979,11,11/1/1979,State
1979M12,PA,42.90227157,1979,12,12/1/1979,State
1980M01,PA,43.37312016,1980,01,1/1/1980,State
1980M02,PA,43.74654638,1980,02,2/1/1980,State
1980M03,PA,43.82582606,1980,03,3/1/1980,State
1980M04,PA,43.67329256,1980,04,4/1/1980,State
1980M05,PA,43.55535402,1980,05,5/1/1980,State
1980M06,PA,43.61043171,1980,06,6/1/1980,State
1980M07,PA,43.85783166,1980,07,7/1/1980,State
1980M08,PA,44.30789452,1980,08,8/1/1980,State
1980M09,PA,44.69587039,1980,09,9/1/1980,State
1980M10,PA,44.76748854,1980,10,10/1/1980,State
1980M11,PA,44.70592151,1980,11,11/1/1980,State
1980M12,PA,44.737983,1980,12,12/1/1980,State
1981M01,PA,44.89056148,1981,01,1/1/1981,State
1981M02,PA,45.11591823,1981,02,2/1/1981,State
1981M03,PA,45.37823713,1981,03,3/1/1981,State
1981M04,PA,45.67505877,1981,04,4/1/1981,State
1981M05,PA,46.04096994,1981,05,5/1/1981,State
1981M06,PA,46.38315943,1981,06,6/1/1981,State
1981M07,PA,46.4429924,1981,07,7/1/1981,State
1981M08,PA,46.13345688,1981,08,8/1/1981,State
1981M09,PA,45.58079291,1981,09,9/1/1981,State
1981M10,PA,45.07018455,1981,10,10/1/1981,State
1981M11,PA,44.84272437,1981,11,11/1/1981,State
1981M12,PA,44.79232308,1981,12,12/1/1981,State
1982M01,PA,44.77800341,1982,01,1/1/1982,State
1982M02,PA,44.8492496,1982,02,2/1/1982,State
1982M03,PA,45.05786129,1982,03,3/1/1982,State
1982M04,PA,45.39516472,1982,04,4/1/1982,State
1982M05,PA,45.80764213,1982,05,5/1/1982,State
1982M06,PA,46.17466514,1982,06,6/1/1982,State
1982M07,PA,46.37736851,1982,07,7/1/1982,State
1982M08,PA,46.36597102,1982,08,8/1/1982,State
1982M09,PA,46.18025126,1982,09,9/1/1982,State
1982M10,PA,46.01380066,1982,10,10/1/1982,State
1982M11,PA,46.02370757,1982,11,11/1/1982,State
1982M12,PA,46.11676984,1982,12,12/1/1982,State
1983M01,PA,46.22535674,1983,01,1/1/1983,State
1983M02,PA,46.53660662,1983,02,2/1/1983,State
1983M03,PA,47.03583571,1983,03,3/1/1983,State
1983M04,PA,47.53800088,1983,04,4/1/1983,State
1983M05,PA,47.97915515,1983,05,5/1/1983,State
1983M06,PA,48.39718911,1983,06,6/1/1983,State
1983M07,PA,48.74869987,1983,07,7/1/1983,State
1983M08,PA,48.89792678,1983,08,8/1/1983,State
1983M09,PA,49.00909677,1983,09,9/1/1983,State
1983M10,PA,49.29953165,1983,10,10/1/1983,State
1983M11,PA,49.67618685,1983,11,11/1/1983,State
1983M12,PA,49.83001135,1983,12,12/1/1983,State
1984M01,PA,49.8303749,1984,01,1/1/1984,State
1984M02,PA,49.93469798,1984,02,2/1/1984,State
1984M03,PA,50.13771103,1984,03,3/1/1984,State
1984M04,PA,50.33563828,1984,04,4/1/1984,State
1984M05,PA,50.60213554,1984,05,5/1/1984,State
1984M06,PA,51.02919687,1984,06,6/1/1984,State
1984M07,PA,51.3955109,1984,07,7/1/1984,State
1984M08,PA,51.65421402,1984,08,8/1/1984,State
1984M09,PA,51.82003875,1984,09,9/1/1984,State
1984M10,PA,51.79616187,1984,10,10/1/1984,State
1984M11,PA,51.74496217,1984,11,11/1/1984,State
1984M12,PA,51.80102378,1984,12,12/1/1984,State
1985M01,PA,51.88953389,1985,01,1/1/1985,State
1985M02,PA,51.9348274,1985,02,2/1/1985,State
1985M03,PA,52.02927789,1985,03,3/1/1985,State
1985M04,PA,52.38585481,1985,04,4/1/1985,State
1985M05,PA,53.05935953,1985,05,5/1/1985,State
1985M06,PA,53.87942872,1985,06,6/1/1985,State
1985M07,PA,54.39271966,1985,07,7/1/1985,State
1985M08,PA,54.46552723,1985,08,8/1/1985,State
1985M09,PA,54.55597951,1985,09,9/1/1985,State
1985M10,PA,54.88101857,1985,10,10/1/1985,State
1985M11,PA,55.18375614,1985,11,11/1/1985,State
1985M12,PA,55.38550629,1985,12,12/1/1985,State
1986M01,PA,55.54180776,1986,01,1/1/1986,State
1986M02,PA,55.75474738,1986,02,2/1/1986,State
1986M03,PA,56.09612593,1986,03,3/1/1986,State
1986M04,PA,56.6435829,1986,04,4/1/1986,State
1986M05,PA,57.40322688,1986,05,5/1/1986,State
1986M06,PA,58.38751075,1986,06,6/1/1986,State
1986M07,PA,59.48326874,1986,07,7/1/1986,State
1986M08,PA,60.25979428,1986,08,8/1/1986,State
1986M09,PA,60.71941818,1986,09,9/1/1986,State
1986M10,PA,61.18312686,1986,10,10/1/1986,State
1986M11,PA,61.69780892,1986,11,11/1/1986,State
1986M12,PA,62.0984841,1986,12,12/1/1986,State
1987M01,PA,62.47841364,1987,01,1/1/1987,State
1987M02,PA,62.84211428,1987,02,2/1/1987,State
1987M03,PA,63.36670012,1987,03,3/1/1987,State
1987M04,PA,64.35470187,1987,04,4/1/1987,State
1987M05,PA,65.65340812,1987,05,5/1/1987,State
1987M06,PA,67.00124171,1987,06,6/1/1987,State
1987M07,PA,68.12245158,1987,07,7/1/1987,State
1987M08,PA,68.80171569,1987,08,8/1/1987,State
1987M09,PA,69.32732905,1987,09,9/1/1987,State
1987M10,PA,69.96429556,1987,10,10/1/1987,State
1987M11,PA,70.43856617,1987,11,11/1/1987,State
1987M12,PA,70.64036819,1987,12,12/1/1987,State
1988M01,PA,70.91714388,1988,01,1/1/1988,State
1988M02,PA,71.51657523,1988,02,2/1/1988,State
1988M03,PA,72.27647287,1988,03,3/1/1988,State
1988M04,PA,73.10273899,1988,04,4/1/1988,State
1988M05,PA,74.09735414,1988,05,5/1/1988,State
1988M06,PA,75.15778683,1988,06,6/1/1988,State
1988M07,PA,75.91200851,1988,07,7/1/1988,State
1988M08,PA,76.32166287,1988,08,8/1/1988,State
1988M09,PA,76.68527852,1988,09,9/1/1988,State
1988M10,PA,77.04074421,1988,10,10/1/1988,State
1988M11,PA,77.33475548,1988,11,11/1/1988,State
1988M12,PA,77.67823962,1988,12,12/1/1988,State
1989M01,PA,77.99665617,1989,01,1/1/1989,State
1989M02,PA,78.21894409,1989,02,2/1/1989,State
1989M03,PA,78.46184254,1989,03,3/1/1989,State
1989M04,PA,78.92429636,1989,04,4/1/1989,State
1989M05,PA,79.72273008,1989,05,5/1/1989,State
1989M06,PA,80.41537845,1989,06,6/1/1989,State
1989M07,PA,80.67343305,1989,07,7/1/1989,State
1989M08,PA,80.91543435,1989,08,8/1/1989,State
1989M09,PA,81.26173206,1989,09,9/1/1989,State
1989M10,PA,81.4250169,1989,10,10/1/1989,State
1989M11,PA,81.53120981,1989,11,11/1/1989,State
1989M12,PA,81.70571431,1989,12,12/1/1989,State
1990M01,PA,81.9696109,1990,01,1/1/1990,State
1990M02,PA,82.19003341,1990,02,2/1/1990,State
1990M03,PA,82.24767728,1990,03,3/1/1990,State
1990M04,PA,82.39209192,1990,04,4/1/1990,State
1990M05,PA,82.69562289,1990,05,5/1/1990,State
1990M06,PA,83.00473625,1990,06,6/1/1990,State
1990M07,PA,83.19808373,1990,07,7/1/1990,State
1990M08,PA,83.18342128,1990,08,8/1/1990,State
1990M09,PA,83.00925773,1990,09,9/1/1990,State
1990M10,PA,82.82276087,1990,10,10/1/1990,State
1990M11,PA,82.54389527,1990,11,11/1/1990,State
1990M12,PA,82.27091806,1990,12,12/1/1990,State
1991M01,PA,82.35734772,1991,01,1/1/1991,State
1991M02,PA,82.52847109,1991,02,2/1/1991,State
1991M03,PA,82.59290358,1991,03,3/1/1991,State
1991M04,PA,82.86229958,1991,04,4/1/1991,State
1991M05,PA,83.4002835,1991,05,5/1/1991,State
1991M06,PA,83.76660514,1991,06,6/1/1991,State
1991M07,PA,83.75366729,1991,07,7/1/1991,State
1991M08,PA,83.54991698,1991,08,8/1/1991,State
1991M09,PA,83.53389316,1991,09,9/1/1991,State
1991M10,PA,83.85627248,1991,10,10/1/1991,State
1991M11,PA,84.12579449,1991,11,11/1/1991,State
1991M12,PA,84.07812636,1991,12,12/1/1991,State
1992M01,PA,84.0335799,1992,01,1/1/1992,State
1992M02,PA,84.27841305,1992,02,2/1/1992,State
1992M03,PA,84.49850515,1992,03,3/1/1992,State
1992M04,PA,84.59155225,1992,04,4/1/1992,State
1992M05,PA,84.79643362,1992,05,5/1/1992,State
1992M06,PA,85.04256382,1992,06,6/1/1992,State
1992M07,PA,85.08365087,1992,07,7/1/1992,State
1992M08,PA,85.0315169,1992,08,8/1/1992,State
1992M09,PA,84.96783926,1992,09,9/1/1992,State
1992M10,PA,85.03948534,1992,10,10/1/1992,State
1992M11,PA,85.22937932,1992,11,11/1/1992,State
1992M12,PA,85.06438426,1992,12,12/1/1992,State
1993M01,PA,84.76141983,1993,01,1/1/1993,State
1993M02,PA,84.64119911,1993,02,2/1/1993,State
1993M03,PA,84.6363288,1993,03,3/1/1993,State
1993M04,PA,84.81242036,1993,04,4/1/1993,State
1993M05,PA,85.16923718,1993,05,5/1/1993,State
1993M06,PA,85.52454769,1993,06,6/1/1993,State
1993M07,PA,85.72668157,1993,07,7/1/1993,State
1993M08,PA,85.93304285,1993,08,8/1/1993,State
1993M09,PA,85.95075278,1993,09,9/1/1993,State
1993M10,PA,85.87553909,1993,10,10/1/1993,State
1993M11,PA,85.87572018,1993,11,11/1/1993,State
1993M12,PA,85.60069791,1993,12,12/1/1993,State
1994M01,PA,85.18533041,1994,01,1/1/1994,State
1994M02,PA,85.02737689,1994,02,2/1/1994,State
1994M03,PA,85.21626824,1994,03,3/1/1994,State
1994M04,PA,85.78253903,1994,04,4/1/1994,State
1994M05,PA,86.53520295,1994,05,5/1/1994,State
1994M06,PA,86.99389626,1994,06,6/1/1994,State
1994M07,PA,86.93599288,1994,07,7/1/1994,State
1994M08,PA,86.73868385,1994,08,8/1/1994,State
1994M09,PA,86.70911458,1994,09,9/1/1994,State
1994M10,PA,86.63878348,1994,10,10/1/1994,State
1994M11,PA,86.40179521,1994,11,11/1/1994,State
1994M12,PA,86.05121381,1994,12,12/1/1994,State
1995M01,PA,85.72160573,1995,01,1/1/1995,State
1995M02,PA,85.57238908,1995,02,2/1/1995,State
1995M03,PA,85.68319118,1995,03,3/1/1995,State
1995M04,PA,85.99715841,1995,04,4/1/1995,State
1995M05,PA,86.33609318,1995,05,5/1/1995,State
1995M06,PA,86.56524569,1995,06,6/1/1995,State
1995M07,PA,86.65924556,1995,07,7/1/1995,State
1995M08,PA,86.71506346,1995,08,8/1/1995,State
1995M09,PA,86.75395617,1995,09,9/1/1995,State
1995M10,PA,86.62812575,1995,10,10/1/1995,State
1995M11,PA,86.37694821,1995,11,11/1/1995,State
1995M12,PA,85.98208858,1995,12,12/1/1995,State
1996M01,PA,85.79505494,1996,01,1/1/1996,State
1996M02,PA,85.9094923,1996,02,2/1/1996,State
1996M03,PA,86.1468872,1996,03,3/1/1996,State
1996M04,PA,86.57222281,1996,04,4/1/1996,State
1996M05,PA,87.18873096,1996,05,5/1/1996,State
1996M06,PA,88.02190166,1996,06,6/1/1996,State
1996M07,PA,88.51835719,1996,07,7/1/1996,State
1996M08,PA,88.33181188,1996,08,8/1/1996,State
1996M09,PA,87.94383373,1996,09,9/1/1996,State
1996M10,PA,87.72657312,1996,10,10/1/1996,State
1996M11,PA,87.61157836,1996,11,11/1/1996,State
1996M12,PA,87.47992291,1996,12,12/1/1996,State
1997M01,PA,87.40131482,1997,01,1/1/1997,State
1997M02,PA,87.47156462,1997,02,2/1/1997,State
1997M03,PA,87.74369049,1997,03,3/1/1997,State
1997M04,PA,88.16782667,1997,04,4/1/1997,State
1997M05,PA,88.62530463,1997,05,5/1/1997,State
1997M06,PA,89.130339,1997,06,6/1/1997,State
1997M07,PA,89.29666609,1997,07,7/1/1997,State
1997M08,PA,88.95849285,1997,08,8/1/1997,State
1997M09,PA,88.66214802,1997,09,9/1/1997,State
1997M10,PA,88.60809331,1997,10,10/1/1997,State
1997M11,PA,88.6293577,1997,11,11/1/1997,State
1997M12,PA,88.48961291,1997,12,12/1/1997,State
1998M01,PA,88.37695656,1998,01,1/1/1998,State
1998M02,PA,88.49751312,1998,02,2/1/1998,State
1998M03,PA,88.82379754,1998,03,3/1/1998,State
1998M04,PA,89.42800545,1998,04,4/1/1998,State
1998M05,PA,90.17543361,1998,05,5/1/1998,State
1998M06,PA,90.81394534,1998,06,6/1/1998,State
1998M07,PA,91.20692905,1998,07,7/1/1998,State
1998M08,PA,91.28379877,1998,08,8/1/1998,State
1998M09,PA,91.18124299,1998,09,9/1/1998,State
1998M10,PA,91.15092571,1998,10,10/1/1998,State
1998M11,PA,91.21077149,1998,11,11/1/1998,State
1998M12,PA,91.27872041,1998,12,12/1/1998,State
1999M01,PA,91.32493908,1999,01,1/1/1999,State
1999M02,PA,91.42960981,1999,02,2/1/1999,State
1999M03,PA,91.89452141,1999,03,3/1/1999,State
1999M04,PA,92.61357814,1999,04,4/1/1999,State
1999M05,PA,93.41829971,1999,05,5/1/1999,State
1999M06,PA,94.34523844,1999,06,6/1/1999,State
1999M07,PA,95.01299073,1999,07,7/1/1999,State
1999M08,PA,95.14980028,1999,08,8/1/1999,State
1999M09,PA,94.98793847,1999,09,9/1/1999,State
1999M10,PA,95.03232324,1999,10,10/1/1999,State
1999M11,PA,95.24756824,1999,11,11/1/1999,State
1999M12,PA,95.44961261,1999,12,12/1/1999,State
2000M01,PA,95.60419963,2000,01,1/1/2000,State
2000M02,PA,95.8927206,2000,02,2/1/2000,State
2000M03,PA,96.60876843,2000,03,3/1/2000,State
2000M04,PA,97.5657405,2000,04,4/1/2000,State
2000M05,PA,98.48411001,2000,05,5/1/2000,State
2000M06,PA,99.29331556,2000,06,6/1/2000,State
2000M07,PA,99.66324437,2000,07,7/1/2000,State
2000M08,PA,99.71204942,2000,08,8/1/2000,State
2000M09,PA,99.84882497,2000,09,9/1/2000,State
2000M10,PA,99.93278632,2000,10,10/1/2000,State
2000M11,PA,99.98643828,2000,11,11/1/2000,State
2000M12,PA,100,2000,12,12/1/2000,State
2001M01,PA,99.94828865,2001,01,1/1/2001,State
2001M02,PA,100.1267671,2001,02,2/1/2001,State
2001M03,PA,100.9556254,2001,03,3/1/2001,State
2001M04,PA,102.0966879,2001,04,4/1/2001,State
2001M05,PA,103.1089164,2001,05,5/1/2001,State
2001M06,PA,104.2442793,2001,06,6/1/2001,State
2001M07,PA,105.1802404,2001,07,7/1/2001,State
2001M08,PA,105.5875017,2001,08,8/1/2001,State
2001M09,PA,105.6392296,2001,09,9/1/2001,State
2001M10,PA,105.7326987,2001,10,10/1/2001,State
2001M11,PA,106.02488,2001,11,11/1/2001,State
2001M12,PA,106.2435891,2001,12,12/1/2001,State
2002M01,PA,106.7681085,2002,01,1/1/2002,State
2002M02,PA,107.4874387,2002,02,2/1/2002,State
2002M03,PA,108.1140101,2002,03,3/1/2002,State
2002M04,PA,109.0885016,2002,04,4/1/2002,State
2002M05,PA,110.4673698,2002,05,5/1/2002,State
2002M06,PA,112.1978194,2002,06,6/1/2002,State
2002M07,PA,113.6209359,2002,07,7/1/2002,State
2002M08,PA,114.1898951,2002,08,8/1/2002,State
2002M09,PA,114.5287226,2002,09,9/1/2002,State
2002M10,PA,115.1310675,2002,10,10/1/2002,State
2002M11,PA,115.8781947,2002,11,11/1/2002,State
2002M12,PA,116.2141258,2002,12,12/1/2002,State
2003M01,PA,116.3683795,2003,01,1/1/2003,State
2003M02,PA,116.6790677,2003,02,2/1/2003,State
2003M03,PA,117.4997973,2003,03,3/1/2003,State
2003M04,PA,119.0631801,2003,04,4/1/2003,State
2003M05,PA,120.6587402,2003,05,5/1/2003,State
2003M06,PA,122.1754449,2003,06,6/1/2003,State
2003M07,PA,123.7075168,2003,07,7/1/2003,State
2003M08,PA,124.953538,2003,08,8/1/2003,State
2003M09,PA,125.4388396,2003,09,9/1/2003,State
2003M10,PA,125.4329769,2003,10,10/1/2003,State
2003M11,PA,125.5846799,2003,11,11/1/2003,State
2003M12,PA,125.8823823,2003,12,12/1/2003,State
2004M01,PA,126.542762,2004,01,1/1/2004,State
2004M02,PA,127.6407764,2004,02,2/1/2004,State
2004M03,PA,128.9190037,2004,03,3/1/2004,State
2004M04,PA,130.6987511,2004,04,4/1/2004,State
2004M05,PA,132.974952,2004,05,5/1/2004,State
2004M06,PA,135.1058252,2004,06,6/1/2004,State
2004M07,PA,136.7279081,2004,07,7/1/2004,State
2004M08,PA,137.665214,2004,08,8/1/2004,State
2004M09,PA,138.0002558,2004,09,9/1/2004,State
2004M10,PA,138.2594005,2004,10,10/1/2004,State
2004M11,PA,138.8714625,2004,11,11/1/2004,State
2004M12,PA,139.4963873,2004,12,12/1/2004,State
2005M01,PA,139.7899217,2005,01,1/1/2005,State
2005M02,PA,140.3674726,2005,02,2/1/2005,State
2005M03,PA,141.8436264,2005,03,3/1/2005,State
2005M04,PA,143.914452,2005,04,4/1/2005,State
2005M05,PA,146.0637382,2005,05,5/1/2005,State
2005M06,PA,148.0279228,2005,06,6/1/2005,State
2005M07,PA,149.8241239,2005,07,7/1/2005,State
2005M08,PA,151.435216,2005,08,8/1/2005,State
2005M09,PA,152.2177422,2005,09,9/1/2005,State
2005M10,PA,152.3657121,2005,10,10/1/2005,State
2005M11,PA,152.4333325,2005,11,11/1/2005,State
2005M12,PA,152.2350891,2005,12,12/1/2005,State
2006M01,PA,151.950769,2006,01,1/1/2006,State
2006M02,PA,152.4248126,2006,02,2/1/2006,State
2006M03,PA,153.7207037,2006,03,3/1/2006,State
2006M04,PA,155.471031,2006,04,4/1/2006,State
2006M05,PA,157.5401304,2006,05,5/1/2006,State
2006M06,PA,158.982091,2006,06,6/1/2006,State
2006M07,PA,159.3626561,2006,07,7/1/2006,State
2006M08,PA,159.0419591,2006,08,8/1/2006,State
2006M09,PA,158.6722914,2006,09,9/1/2006,State
2006M10,PA,158.2809757,2006,10,10/1/2006,State
2006M11,PA,157.3739633,2006,11,11/1/2006,State
2006M12,PA,156.5317276,2006,12,12/1/2006,State
2007M01,PA,156.4417952,2007,01,1/1/2007,State
2007M02,PA,156.9670212,2007,02,2/1/2007,State
2007M03,PA,158.0795736,2007,03,3/1/2007,State
2007M04,PA,159.5544959,2007,04,4/1/2007,State
2007M05,PA,160.7471699,2007,05,5/1/2007,State
2007M06,PA,161.63884,2007,06,6/1/2007,State
2007M07,PA,162.1284669,2007,07,7/1/2007,State
2007M08,PA,161.6795925,2007,08,8/1/2007,State
2007M09,PA,160.4687304,2007,09,9/1/2007,State
2007M10,PA,158.9629363,2007,10,10/1/2007,State
2007M11,PA,157.7815508,2007,11,11/1/2007,State
2007M12,PA,157.0777496,2007,12,12/1/2007,State
2008M01,PA,156.4338895,2008,01,1/1/2008,State
2008M02,PA,156.0787507,2008,02,2/1/2008,State
2008M03,PA,156.3412599,2008,03,3/1/2008,State
2008M04,PA,156.8604513,2008,04,4/1/2008,State
2008M05,PA,157.4221156,2008,05,5/1/2008,State
2008M06,PA,158.009827,2008,06,6/1/2008,State
2008M07,PA,158.0098796,2008,07,7/1/2008,State
2008M08,PA,157.0370221,2008,08,8/1/2008,State
2008M09,PA,155.6529405,2008,09,9/1/2008,State
2008M10,PA,154.3887658,2008,10,10/1/2008,State
2008M11,PA,152.7264942,2008,11,11/1/2008,State
2008M12,PA,150.6824114,2008,12,12/1/2008,State
2009M01,PA,149.0646968,2009,01,1/1/2009,State
2009M02,PA,148.3587416,2009,02,2/1/2009,State
2009M03,PA,148.6839443,2009,03,3/1/2009,State
2009M04,PA,149.5533709,2009,04,4/1/2009,State
2009M05,PA,150.5539532,2009,05,5/1/2009,State
2009M06,PA,151.592791,2009,06,6/1/2009,State
2009M07,PA,152.217611,2009,07,7/1/2009,State
2009M08,PA,152.0720431,2009,08,8/1/2009,State
2009M09,PA,151.7249066,2009,09,9/1/2009,State
