cycle,state,hpi,year,month,date,type
1975M01,AK,34.42882347,1975,01,1/1/1975,State
1975M02,AK,34.93951129,1975,02,2/1/1975,State
1975M03,AK,35.46225134,1975,03,3/1/1975,State
1975M04,AK,36.00768436,1975,04,4/1/1975,State
1975M05,AK,36.6033188,1975,05,5/1/1975,State
1975M06,AK,37.24098267,1975,06,6/1/1975,State
1975M07,AK,37.87877599,1975,07,7/1/1975,State
1975M08,AK,38.46002916,1975,08,8/1/1975,State
1975M09,AK,38.96656846,1975,09,9/1/1975,State
1975M10,AK,39.42678794,1975,10,10/1/1975,State
1975M11,AK,39.83581229,1975,11,11/1/1975,State
1975M12,AK,40.17350353,1975,12,12/1/1975,State
1976M01,AK,40.44316549,1976,01,1/1/1976,State
1976M02,AK,40.66941402,1976,02,2/1/1976,State
1976M03,AK,40.88055724,1976,03,3/1/1976,State
1976M04,AK,41.08929577,1976,04,4/1/1976,State
1976M05,AK,41.2969075,1976,05,5/1/1976,State
1976M06,AK,41.49811604,1976,06,6/1/1976,State
1976M07,AK,41.66925349,1976,07,7/1/1976,State
1976M08,AK,41.80113397,1976,08,8/1/1976,State
1976M09,AK,41.95943773,1976,09,9/1/1976,State
1976M10,AK,42.20368175,1976,10,10/1/1976,State
1976M11,AK,42.53072129,1976,11,11/1/1976,State
1976M12,AK,42.92472223,1976,12,12/1/1976,State
1977M01,AK,43.34617558,1977,01,1/1/1977,State
1977M02,AK,43.73815075,1977,02,2/1/1977,State
1977M03,AK,44.05446138,1977,03,3/1/1977,State
1977M04,AK,44.29704721,1977,04,4/1/1977,State
1977M05,AK,44.51126279,1977,05,5/1/1977,State
1977M06,AK,44.73118653,1977,06,6/1/1977,State
1977M07,AK,44.97502793,1977,07,7/1/1977,State
1977M08,AK,45.23137401,1977,08,8/1/1977,State
1977M09,AK,45.4812675,1977,09,9/1/1977,State
1977M10,AK,45.73515025,1977,10,10/1/1977,State
1977M11,AK,46.01521778,1977,11,11/1/1977,State
1977M12,AK,46.34292746,1977,12,12/1/1977,State
1978M01,AK,46.72243473,1978,01,1/1/1978,State
1978M02,AK,47.17890938,1978,02,2/1/1978,State
1978M03,AK,47.74768514,1978,03,3/1/1978,State
1978M04,AK,48.38848073,1978,04,4/1/1978,State
1978M05,AK,49.02940182,1978,05,5/1/1978,State
1978M06,AK,49.58917533,1978,06,6/1/1978,State
1978M07,AK,49.98536983,1978,07,7/1/1978,State
1978M08,AK,50.2165982,1978,08,8/1/1978,State
1978M09,AK,50.3858961,1978,09,9/1/1978,State
1978M10,AK,50.61897762,1978,10,10/1/1978,State
1978M11,AK,50.98876509,1978,11,11/1/1978,State
1978M12,AK,51.51813731,1978,12,12/1/1978,State
1979M01,AK,52.18649285,1979,01,1/1/1979,State
1979M02,AK,52.99189253,1979,02,2/1/1979,State
1979M03,AK,53.96267237,1979,03,3/1/1979,State
1979M04,AK,55.02323507,1979,04,4/1/1979,State
1979M05,AK,55.93207637,1979,05,5/1/1979,State
1979M06,AK,56.4418598,1979,06,6/1/1979,State
1979M07,AK,56.52108776,1979,07,7/1/1979,State
1979M08,AK,56.31887955,1979,08,8/1/1979,State
1979M09,AK,56.01344322,1979,09,9/1/1979,State
1979M10,AK,55.74610022,1979,10,10/1/1979,State
1979M11,AK,55.58356598,1979,11,11/1/1979,State
1979M12,AK,55.51938126,1979,12,12/1/1979,State
1980M01,AK,55.49079159,1980,01,1/1/1980,State
1980M02,AK,55.42205823,1980,02,2/1/1980,State
1980M03,AK,55.26966897,1980,03,3/1/1980,State
1980M04,AK,55.05948447,1980,04,4/1/1980,State
1980M05,AK,54.86592419,1980,05,5/1/1980,State
1980M06,AK,54.76514803,1980,06,6/1/1980,State
1980M07,AK,54.81159231,1980,07,7/1/1980,State
1980M08,AK,55.04389539,1980,08,8/1/1980,State
1980M09,AK,55.48758995,1980,09,9/1/1980,State
1980M10,AK,56.13331788,1980,10,10/1/1980,State
1980M11,AK,56.95172798,1980,11,11/1/1980,State
1980M12,AK,57.91358409,1980,12,12/1/1980,State
1981M01,AK,58.98514027,1981,01,1/1/1981,State
1981M02,AK,60.12222685,1981,02,2/1/1981,State
1981M03,AK,61.28524832,1981,03,3/1/1981,State
1981M04,AK,62.45165216,1981,04,4/1/1981,State
1981M05,AK,63.60698405,1981,05,5/1/1981,State
1981M06,AK,64.75626231,1981,06,6/1/1981,State
1981M07,AK,65.92248292,1981,07,7/1/1981,State
1981M08,AK,67.10947159,1981,08,8/1/1981,State
1981M09,AK,68.29995566,1981,09,9/1/1981,State
1981M10,AK,69.47153178,1981,10,10/1/1981,State
1981M11,AK,70.59418297,1981,11,11/1/1981,State
1981M12,AK,71.63794045,1981,12,12/1/1981,State
1982M01,AK,72.58082624,1982,01,1/1/1982,State
1982M02,AK,73.41635391,1982,02,2/1/1982,State
1982M03,AK,74.16498167,1982,03,3/1/1982,State
1982M04,AK,74.85896264,1982,04,4/1/1982,State
1982M05,AK,75.5024052,1982,05,5/1/1982,State
1982M06,AK,76.05483488,1982,06,6/1/1982,State
1982M07,AK,76.47023944,1982,07,7/1/1982,State
1982M08,AK,76.74968256,1982,08,8/1/1982,State
1982M09,AK,76.95965772,1982,09,9/1/1982,State
1982M10,AK,77.20815315,1982,10,10/1/1982,State
1982M11,AK,77.5822237,1982,11,11/1/1982,State
1982M12,AK,78.11320543,1982,12,12/1/1982,State
1983M01,AK,78.79390468,1983,01,1/1/1983,State
1983M02,AK,79.60474927,1983,02,2/1/1983,State
1983M03,AK,80.51713599,1983,03,3/1/1983,State
1983M04,AK,81.49786491,1983,04,4/1/1983,State
1983M05,AK,82.51147358,1983,05,5/1/1983,State
1983M06,AK,83.46974718,1983,06,6/1/1983,State
1983M07,AK,84.2616812,1983,07,7/1/1983,State
1983M08,AK,84.8542658,1983,08,8/1/1983,State
1983M09,AK,85.26876319,1983,09,9/1/1983,State
1983M10,AK,85.51892744,1983,10,10/1/1983,State
1983M11,AK,85.59363344,1983,11,11/1/1983,State
1983M12,AK,85.50545318,1983,12,12/1/1983,State
1984M01,AK,85.29161155,1984,01,1/1/1984,State
1984M02,AK,85.00345495,1984,02,2/1/1984,State
1984M03,AK,84.78069637,1984,03,3/1/1984,State
1984M04,AK,84.83990438,1984,04,4/1/1984,State
1984M05,AK,85.232077,1984,05,5/1/1984,State
1984M06,AK,85.73541186,1984,06,6/1/1984,State
1984M07,AK,86.14757832,1984,07,7/1/1984,State
1984M08,AK,86.44565813,1984,08,8/1/1984,State
1984M09,AK,86.57681432,1984,09,9/1/1984,State
1984M10,AK,86.34456159,1984,10,10/1/1984,State
1984M11,AK,85.66504397,1984,11,11/1/1984,State
1984M12,AK,84.70487485,1984,12,12/1/1984,State
1985M01,AK,83.77971948,1985,01,1/1/1985,State
1985M02,AK,83.16591119,1985,02,2/1/1985,State
1985M03,AK,82.95770837,1985,03,3/1/1985,State
1985M04,AK,83.11928768,1985,04,4/1/1985,State
1985M05,AK,83.43865665,1985,05,5/1/1985,State
1985M06,AK,83.51013925,1985,06,6/1/1985,State
1985M07,AK,83.03408731,1985,07,7/1/1985,State
1985M08,AK,82.15183034,1985,08,8/1/1985,State
1985M09,AK,81.26041687,1985,09,9/1/1985,State
1985M10,AK,80.63916289,1985,10,10/1/1985,State
1985M11,AK,80.34170284,1985,11,11/1/1985,State
1985M12,AK,80.22918295,1985,12,12/1/1985,State
1986M01,AK,80.21237817,1986,01,1/1/1986,State
1986M02,AK,80.27915031,1986,02,2/1/1986,State
1986M03,AK,80.39461563,1986,03,3/1/1986,State
1986M04,AK,80.54423322,1986,04,4/1/1986,State
1986M05,AK,80.63994734,1986,05,5/1/1986,State
1986M06,AK,80.43927225,1986,06,6/1/1986,State
1986M07,AK,79.78646003,1986,07,7/1/1986,State
1986M08,AK,78.89418546,1986,08,8/1/1986,State
1986M09,AK,78.02042424,1986,09,9/1/1986,State
1986M10,AK,77.2853172,1986,10,10/1/1986,State
1986M11,AK,76.69408885,1986,11,11/1/1986,State
1986M12,AK,76.02407804,1986,12,12/1/1986,State
1987M01,AK,75.11395333,1987,01,1/1/1987,State
1987M02,AK,73.95204293,1987,02,2/1/1987,State
1987M03,AK,72.53260469,1987,03,3/1/1987,State
1987M04,AK,70.9036118,1987,04,4/1/1987,State
1987M05,AK,69.17523924,1987,05,5/1/1987,State
1987M06,AK,67.51207107,1987,06,6/1/1987,State
1987M07,AK,66.03278785,1987,07,7/1/1987,State
1987M08,AK,64.71124268,1987,08,8/1/1987,State
1987M09,AK,63.48936166,1987,09,9/1/1987,State
1987M10,AK,62.45371795,1987,10,10/1/1987,State
1987M11,AK,61.84644977,1987,11,11/1/1987,State
1987M12,AK,61.94324178,1987,12,12/1/1987,State
1988M01,AK,62.82491492,1988,01,1/1/1988,State
1988M02,AK,64.24265549,1988,02,2/1/1988,State
1988M03,AK,65.57406001,1988,03,3/1/1988,State
1988M04,AK,66.29565598,1988,04,4/1/1988,State
1988M05,AK,66.7509476,1988,05,5/1/1988,State
1988M06,AK,67.51974169,1988,06,6/1/1988,State
1988M07,AK,68.65233416,1988,07,7/1/1988,State
1988M08,AK,70.00967963,1988,08,8/1/1988,State
1988M09,AK,71.59553502,1988,09,9/1/1988,State
1988M10,AK,73.23889932,1988,10,10/1/1988,State
1988M11,AK,74.33711904,1988,11,11/1/1988,State
1988M12,AK,74.26303402,1988,12,12/1/1988,State
1989M01,AK,72.64315904,1989,01,1/1/1989,State
1989M02,AK,69.55809816,1989,02,2/1/1989,State
1989M03,AK,65.73584757,1989,03,3/1/1989,State
1989M04,AK,62.34760345,1989,04,4/1/1989,State
1989M05,AK,60.18861022,1989,05,5/1/1989,State
1989M06,AK,59.09076047,1989,06,6/1/1989,State
1989M07,AK,58.44708232,1989,07,7/1/1989,State
1989M08,AK,57.92446815,1989,08,8/1/1989,State
1989M09,AK,57.43007147,1989,09,9/1/1989,State
1989M10,AK,56.91707639,1989,10,10/1/1989,State
1989M11,AK,56.41475693,1989,11,11/1/1989,State
1989M12,AK,56.07312784,1989,12,12/1/1989,State
1990M01,AK,56.10068839,1990,01,1/1/1990,State
1990M02,AK,56.71848873,1990,02,2/1/1990,State
1990M03,AK,58.12856812,1990,03,3/1/1990,State
1990M04,AK,60.43219014,1990,04,4/1/1990,State
1990M05,AK,63.42927615,1990,05,5/1/1990,State
1990M06,AK,66.43831971,1990,06,6/1/1990,State
1990M07,AK,68.65177549,1990,07,7/1/1990,State
1990M08,AK,69.69000653,1990,08,8/1/1990,State
1990M09,AK,69.79455253,1990,09,9/1/1990,State
1990M10,AK,69.45742002,1990,10,10/1/1990,State
1990M11,AK,69.0304476,1990,11,11/1/1990,State
1990M12,AK,68.77865511,1990,12,12/1/1990,State
1991M01,AK,68.87907988,1991,01,1/1/1991,State
1991M02,AK,69.24267877,1991,02,2/1/1991,State
1991M03,AK,69.75144408,1991,03,3/1/1991,State
1991M04,AK,70.44280143,1991,04,4/1/1991,State
1991M05,AK,71.29242524,1991,05,5/1/1991,State
1991M06,AK,72.1789724,1991,06,6/1/1991,State
1991M07,AK,72.91855595,1991,07,7/1/1991,State
1991M08,AK,73.31394084,1991,08,8/1/1991,State
1991M09,AK,73.31229717,1991,09,9/1/1991,State
1991M10,AK,73.08106027,1991,10,10/1/1991,State
1991M11,AK,72.87393765,1991,11,11/1/1991,State
1991M12,AK,72.88982204,1991,12,12/1/1991,State
1992M01,AK,73.20678228,1992,01,1/1/1992,State
1992M02,AK,73.74639657,1992,02,2/1/1992,State
1992M03,AK,74.37037636,1992,03,3/1/1992,State
1992M04,AK,74.90665602,1992,04,4/1/1992,State
1992M05,AK,75.23154105,1992,05,5/1/1992,State
1992M06,AK,75.42725658,1992,06,6/1/1992,State
1992M07,AK,75.59691791,1992,07,7/1/1992,State
1992M08,AK,75.65699034,1992,08,8/1/1992,State
1992M09,AK,75.55630671,1992,09,9/1/1992,State
1992M10,AK,75.41082341,1992,10,10/1/1992,State
1992M11,AK,75.31512544,1992,11,11/1/1992,State
1992M12,AK,75.29744257,1992,12,12/1/1992,State
1993M01,AK,75.36821861,1993,01,1/1/1993,State
1993M02,AK,75.47847313,1993,02,2/1/1993,State
1993M03,AK,75.62644566,1993,03,3/1/1993,State
1993M04,AK,75.91417647,1993,04,4/1/1993,State
1993M05,AK,76.41342164,1993,05,5/1/1993,State
1993M06,AK,77.10620075,1993,06,6/1/1993,State
1993M07,AK,77.85892429,1993,07,7/1/1993,State
1993M08,AK,78.46888325,1993,08,8/1/1993,State
1993M09,AK,78.80743081,1993,09,9/1/1993,State
1993M10,AK,78.91517622,1993,10,10/1/1993,State
1993M11,AK,78.91146876,1993,11,11/1/1993,State
1993M12,AK,78.94137579,1993,12,12/1/1993,State
1994M01,AK,79.16389317,1994,01,1/1/1994,State
1994M02,AK,79.69630578,1994,02,2/1/1994,State
1994M03,AK,80.43859545,1994,03,3/1/1994,State
1994M04,AK,81.13979505,1994,04,4/1/1994,State
1994M05,AK,81.68158944,1994,05,5/1/1994,State
1994M06,AK,82.1513613,1994,06,6/1/1994,State
1994M07,AK,82.49251405,1994,07,7/1/1994,State
1994M08,AK,82.44397233,1994,08,8/1/1994,State
1994M09,AK,82.11493847,1994,09,9/1/1994,State
1994M10,AK,81.83871544,1994,10,10/1/1994,State
1994M11,AK,81.82724641,1994,11,11/1/1994,State
1994M12,AK,82.12430343,1994,12,12/1/1994,State
1995M01,AK,82.60436508,1995,01,1/1/1995,State
1995M02,AK,83.11174476,1995,02,2/1/1995,State
1995M03,AK,83.59160343,1995,03,3/1/1995,State
1995M04,AK,84.07622877,1995,04,4/1/1995,State
1995M05,AK,84.50294075,1995,05,5/1/1995,State
1995M06,AK,84.82502173,1995,06,6/1/1995,State
1995M07,AK,85.05447375,1995,07,7/1/1995,State
1995M08,AK,85.13676449,1995,08,8/1/1995,State
1995M09,AK,85.05853667,1995,09,9/1/1995,State
1995M10,AK,84.90663307,1995,10,10/1/1995,State
1995M11,AK,84.83666256,1995,11,11/1/1995,State
1995M12,AK,84.93762437,1995,12,12/1/1995,State
1996M01,AK,85.18938762,1996,01,1/1/1996,State
1996M02,AK,85.59009586,1996,02,2/1/1996,State
1996M03,AK,86.14732346,1996,03,3/1/1996,State
1996M04,AK,86.79268282,1996,04,4/1/1996,State
1996M05,AK,87.42275438,1996,05,5/1/1996,State
1996M06,AK,87.9419347,1996,06,6/1/1996,State
1996M07,AK,88.25418704,1996,07,7/1/1996,State
1996M08,AK,88.33636426,1996,08,8/1/1996,State
1996M09,AK,88.26757129,1996,09,9/1/1996,State
1996M10,AK,88.20736865,1996,10,10/1/1996,State
1996M11,AK,88.21452867,1996,11,11/1/1996,State
1996M12,AK,88.2788326,1996,12,12/1/1996,State
1997M01,AK,88.47391184,1997,01,1/1/1997,State
1997M02,AK,88.84256651,1997,02,2/1/1997,State
1997M03,AK,89.3449791,1997,03,3/1/1997,State
1997M04,AK,89.86356301,1997,04,4/1/1997,State
1997M05,AK,90.28240999,1997,05,5/1/1997,State
1997M06,AK,90.49960139,1997,06,6/1/1997,State
1997M07,AK,90.57409856,1997,07,7/1/1997,State
1997M08,AK,90.71253411,1997,08,8/1/1997,State
1997M09,AK,90.99075877,1997,09,9/1/1997,State
1997M10,AK,91.28872964,1997,10,10/1/1997,State
1997M11,AK,91.43354009,1997,11,11/1/1997,State
1997M12,AK,91.40892873,1997,12,12/1/1997,State
1998M01,AK,91.37446928,1998,01,1/1/1998,State
1998M02,AK,91.55725048,1998,02,2/1/1998,State
1998M03,AK,92.04828276,1998,03,3/1/1998,State
1998M04,AK,92.78376964,1998,04,4/1/1998,State
1998M05,AK,93.56533486,1998,05,5/1/1998,State
1998M06,AK,94.11832984,1998,06,6/1/1998,State
1998M07,AK,94.32495031,1998,07,7/1/1998,State
1998M08,AK,94.25549281,1998,08,8/1/1998,State
1998M09,AK,94.0483232,1998,09,9/1/1998,State
1998M10,AK,93.83730639,1998,10,10/1/1998,State
1998M11,AK,93.6750713,1998,11,11/1/1998,State
1998M12,AK,93.52821421,1998,12,12/1/1998,State
1999M01,AK,93.49374304,1999,01,1/1/1999,State
1999M02,AK,93.73243853,1999,02,2/1/1999,State
1999M03,AK,94.34216981,1999,03,3/1/1999,State
1999M04,AK,95.20718455,1999,04,4/1/1999,State
1999M05,AK,95.92702826,1999,05,5/1/1999,State
1999M06,AK,96.36394822,1999,06,6/1/1999,State
1999M07,AK,96.71781829,1999,07,7/1/1999,State
1999M08,AK,97.01524124,1999,08,8/1/1999,State
1999M09,AK,97.07764199,1999,09,9/1/1999,State
1999M10,AK,96.87909174,1999,10,10/1/1999,State
1999M11,AK,96.62298616,1999,11,11/1/1999,State
1999M12,AK,96.48135506,1999,12,12/1/1999,State
2000M01,AK,96.43145508,2000,01,1/1/2000,State
2000M02,AK,96.50613382,2000,02,2/1/2000,State
2000M03,AK,96.84417705,2000,03,3/1/2000,State
2000M04,AK,97.39910773,2000,04,4/1/2000,State
2000M05,AK,98.03546659,2000,05,5/1/2000,State
2000M06,AK,98.60523053,2000,06,6/1/2000,State
2000M07,AK,98.97752505,2000,07,7/1/2000,State
2000M08,AK,99.20231597,2000,08,8/1/2000,State
2000M09,AK,99.38210629,2000,09,9/1/2000,State
2000M10,AK,99.55617381,2000,10,10/1/2000,State
2000M11,AK,99.7426717,2000,11,11/1/2000,State
2000M12,AK,100,2000,12,12/1/2000,State
2001M01,AK,100.37214,2001,01,1/1/2001,State
2001M02,AK,100.8398075,2001,02,2/1/2001,State
2001M03,AK,101.464201,2001,03,3/1/2001,State
2001M04,AK,102.2592298,2001,04,4/1/2001,State
2001M05,AK,103.1460269,2001,05,5/1/2001,State
2001M06,AK,104.0628075,2001,06,6/1/2001,State
2001M07,AK,104.9490886,2001,07,7/1/2001,State
2001M08,AK,105.6768208,2001,08,8/1/2001,State
2001M09,AK,106.1019588,2001,09,9/1/2001,State
2001M10,AK,106.1351603,2001,10,10/1/2001,State
2001M11,AK,106.0240115,2001,11,11/1/2001,State
2001M12,AK,106.153405,2001,12,12/1/2001,State
2002M01,AK,106.5621152,2002,01,1/1/2002,State
2002M02,AK,107.1906091,2002,02,2/1/2002,State
2002M03,AK,108.0828244,2002,03,3/1/2002,State
2002M04,AK,109.1978644,2002,04,4/1/2002,State
2002M05,AK,110.2700404,2002,05,5/1/2002,State
2002M06,AK,111.0738262,2002,06,6/1/2002,State
2002M07,AK,111.625585,2002,07,7/1/2002,State
2002M08,AK,111.9129482,2002,08,8/1/2002,State
2002M09,AK,111.9890314,2002,09,9/1/2002,State
2002M10,AK,112.0700372,2002,10,10/1/2002,State
2002M11,AK,112.3366519,2002,11,11/1/2002,State
2002M12,AK,112.8431964,2002,12,12/1/2002,State
2003M01,AK,113.4974085,2003,01,1/1/2003,State
2003M02,AK,114.3108825,2003,02,2/1/2003,State
2003M03,AK,115.2389026,2003,03,3/1/2003,State
2003M04,AK,116.2215193,2003,04,4/1/2003,State
2003M05,AK,117.379164,2003,05,5/1/2003,State
2003M06,AK,118.5954381,2003,06,6/1/2003,State
2003M07,AK,119.7275219,2003,07,7/1/2003,State
2003M08,AK,120.6590145,2003,08,8/1/2003,State
2003M09,AK,121.1128719,2003,09,9/1/2003,State
2003M10,AK,121.1983098,2003,10,10/1/2003,State
2003M11,AK,121.3872576,2003,11,11/1/2003,State
2003M12,AK,121.900855,2003,12,12/1/2003,State
2004M01,AK,122.6602858,2004,01,1/1/2004,State
2004M02,AK,123.5321979,2004,02,2/1/2004,State
2004M03,AK,124.5694637,2004,03,3/1/2004,State
2004M04,AK,125.9874303,2004,04,4/1/2004,State
2004M05,AK,127.7313551,2004,05,5/1/2004,State
2004M06,AK,129.4883442,2004,06,6/1/2004,State
2004M07,AK,130.9915224,2004,07,7/1/2004,State
2004M08,AK,131.9983469,2004,08,8/1/2004,State
2004M09,AK,132.4660184,2004,09,9/1/2004,State
2004M10,AK,132.8030011,2004,10,10/1/2004,State
2004M11,AK,133.3774007,2004,11,11/1/2004,State
2004M12,AK,134.1576601,2004,12,12/1/2004,State
2005M01,AK,135.086991,2005,01,1/1/2005,State
2005M02,AK,136.2348405,2005,02,2/1/2005,State
2005M03,AK,137.7065847,2005,03,3/1/2005,State
2005M04,AK,139.3923219,2005,04,4/1/2005,State
2005M05,AK,141.139638,2005,05,5/1/2005,State
2005M06,AK,143.1296821,2005,06,6/1/2005,State
2005M07,AK,145.3203368,2005,07,7/1/2005,State
2005M08,AK,147.1564013,2005,08,8/1/2005,State
2005M09,AK,148.3026373,2005,09,9/1/2005,State
2005M10,AK,148.8893523,2005,10,10/1/2005,State
2005M11,AK,149.0669455,2005,11,11/1/2005,State
2005M12,AK,149.2297334,2005,12,12/1/2005,State
2006M01,AK,149.8175331,2006,01,1/1/2006,State
2006M02,AK,150.8316092,2006,02,2/1/2006,State
2006M03,AK,152.1973085,2006,03,3/1/2006,State
2006M04,AK,153.8040943,2006,04,4/1/2006,State
2006M05,AK,155.3520254,2006,05,5/1/2006,State
2006M06,AK,156.73418,2006,06,6/1/2006,State
2006M07,AK,157.7344836,2006,07,7/1/2006,State
2006M08,AK,157.9159034,2006,08,8/1/2006,State
2006M09,AK,157.3532053,2006,09,9/1/2006,State
2006M10,AK,156.5769352,2006,10,10/1/2006,State
2006M11,AK,156.0436992,2006,11,11/1/2006,State
2006M12,AK,155.7910868,2006,12,12/1/2006,State
2007M01,AK,155.936097,2007,01,1/1/2007,State
2007M02,AK,156.6714417,2007,02,2/1/2007,State
2007M03,AK,157.769285,2007,03,3/1/2007,State
2007M04,AK,159.0442371,2007,04,4/1/2007,State
2007M05,AK,160.3142392,2007,05,5/1/2007,State
2007M06,AK,161.2531988,2007,06,6/1/2007,State
2007M07,AK,161.6328405,2007,07,7/1/2007,State
2007M08,AK,161.3877468,2007,08,8/1/2007,State
2007M09,AK,160.5551443,2007,09,9/1/2007,State
2007M10,AK,159.1817676,2007,10,10/1/2007,State
2007M11,AK,157.4334504,2007,11,11/1/2007,State
2007M12,AK,155.7342651,2007,12,12/1/2007,State
2008M01,AK,154.6938487,2008,01,1/1/2008,State
2008M02,AK,154.5565939,2008,02,2/1/2008,State
2008M03,AK,155.1330679,2008,03,3/1/2008,State
2008M04,AK,156.2307014,2008,04,4/1/2008,State
2008M05,AK,157.5236133,2008,05,5/1/2008,State
2008M06,AK,158.5533324,2008,06,6/1/2008,State
2008M07,AK,159.0154875,2008,07,7/1/2008,State
2008M08,AK,158.7381476,2008,08,8/1/2008,State
2008M09,AK,157.8316219,2008,09,9/1/2008,State
2008M10,AK,156.609623,2008,10,10/1/2008,State
2008M11,AK,155.2705702,2008,11,11/1/2008,State
2008M12,AK,154.1164169,2008,12,12/1/2008,State
2009M01,AK,153.552145,2009,01,1/1/2009,State
2009M02,AK,153.6339991,2009,02,2/1/2009,State
2009M03,AK,154.088362,2009,03,3/1/2009,State
2009M04,AK,154.7934334,2009,04,4/1/2009,State
2009M05,AK,155.6017411,2009,05,5/1/2009,State
2009M06,AK,156.2522689,2009,06,6/1/2009,State
2009M07,AK,156.4401826,2009,07,7/1/2009,State
2009M08,AK,156.1241544,2009,08,8/1/2009,State
2009M09,AK,155.5365206,2009,09,9/1/2009,State
2009M10,AK,154.7970505,2009,10,10/1/2009,State
2009M11,AK,154.0295647,2009,11,11/1/2009,State
2009M12,AK,153.32392,2009,12,12/1/2009,State
2010M01,AK,153.0072574,2010,01,1/1/2010,State
2010M02,AK,153.3447622,2010,02,2/1/2010,State
2010M03,AK,154.1870215,2010,03,3/1/2010,State
2010M04,AK,155.2955615,2010,04,4/1/2010,State
2010M05,AK,156.2773992,2010,05,5/1/2010,State
2010M06,AK,156.7975076,2010,06,6/1/2010,State
2010M07,AK,156.8090765,2010,07,7/1/2010,State
2010M08,AK,156.4200483,2010,08,8/1/2010,State
2010M09,AK,155.9198101,2010,09,9/1/2010,State
2010M10,AK,155.6379308,2010,10,10/1/2010,State
2010M11,AK,155.6108173,2010,11,11/1/2010,State
2010M12,AK,155.7501483,2010,12,12/1/2010,State
2011M01,AK,155.9649011,2011,01,1/1/2011,State
2011M02,AK,156.1959724,2011,02,2/1/2011,State
2011M03,AK,156.5749483,2011,03,3/1/2011,State
2011M04,AK,157.1001132,2011,04,4/1/2011,State
2011M05,AK,157.558698,2011,05,5/1/2011,State
2011M06,AK,157.6273612,2011,06,6/1/2011,State
2011M07,AK,157.1475871,2011,07,7/1/2011,State
2011M08,AK,156.3998222,2011,08,8/1/2011,State
2011M09,AK,155.5821127,2011,09,9/1/2011,State
2011M10,AK,154.6869369,2011,10,10/1/2011,State
2011M11,AK,153.8560875,2011,11,11/1/2011,State
2011M12,AK,153.2449906,2011,12,12/1/2011,State
2012M01,AK,152.967957,2012,01,1/1/2012,State
2012M02,AK,153.1844845,2012,02,2/1/2012,State
2012M03,AK,154.1274356,2012,03,3/1/2012,State
2012M04,AK,155.8413538,2012,04,4/1/2012,State
2012M05,AK,157.90067,2012,05,5/1/2012,State
2012M06,AK,159.6528791,2012,06,6/1/2012,State
2012M07,AK,160.5579624,2012,07,7/1/2012,State
2012M08,AK,160.5102265,2012,08,8/1/2012,State
2012M09,AK,160.0053437,2012,09,9/1/2012,State
2012M10,AK,159.5588586,2012,10,10/1/2012,State
2012M11,AK,159.2291053,2012,11,11/1/2012,State
2012M12,AK,158.9988282,2012,12,12/1/2012,State
2013M01,AK,159.0234447,2013,01,1/1/2013,State
2013M02,AK,159.4917374,2013,02,2/1/2013,State
2013M03,AK,160.6320048,2013,03,3/1/2013,State
2013M04,AK,162.4564589,2013,04,4/1/2013,State
2013M05,AK,164.3675525,2013,05,5/1/2013,State
2013M06,AK,165.6097447,2013,06,6/1/2013,State
2013M07,AK,165.9459836,2013,07,7/1/2013,State
2013M08,AK,165.6315962,2013,08,8/1/2013,State
2013M09,AK,164.942523,2013,09,9/1/2013,State
2013M10,AK,164.2140686,2013,10,10/1/2013,State
2013M11,AK,163.7418119,2013,11,11/1/2013,State
2013M12,AK,163.6201384,2013,12,12/1/2013,State
2014M01,AK,163.8915275,2014,01,1/1/2014,State
2014M02,AK,164.730454,2014,02,2/1/2014,State
2014M03,AK,166.0956876,2014,03,3/1/2014,State
2014M04,AK,167.506316,2014,04,4/1/2014,State
2014M05,AK,168.7522472,2014,05,5/1/2014,State
2014M06,AK,169.7970614,2014,06,6/1/2014,State
2014M07,AK,170.4864124,2014,07,7/1/2014,State
2014M08,AK,170.6669728,2014,08,8/1/2014,State
2014M09,AK,170.29974,2014,09,9/1/2014,State
2014M10,AK,169.5407554,2014,10,10/1/2014,State
2014M11,AK,168.6940894,2014,11,11/1/2014,State
2014M12,AK,168.1512211,2014,12,12/1/2014,State
2015M01,AK,168.091284,2015,01,1/1/2015,State
2015M02,AK,168.5583061,2015,02,2/1/2015,State
2015M03,AK,169.6526588,2015,03,3/1/2015,State
2015M04,AK,171.3210714,2015,04,4/1/2015,State
2015M05,AK,173.2647481,2015,05,5/1/2015,State
2015M06,AK,175.004819,2015,06,6/1/2015,State
2015M07,AK,176.1623113,2015,07,7/1/2015,State
2015M08,AK,176.7599809,2015,08,8/1/2015,State
2015M09,AK,176.885997,2015,09,9/1/2015,State
2015M10,AK,176.645669,2015,10,10/1/2015,State
2015M11,AK,176.2802976,2015,11,11/1/2015,State
2015M12,AK,175.5453846,2015,12,12/1/2015,State
2016M01,AK,174.0938974,2016,01,1/1/2016,State
2016M02,AK,172.2913982,2016,02,2/1/2016,State
2016M03,AK,171.511392,2016,03,3/1/2016,State
1975M01,AL,35.39773561,1975,01,1/1/1975,State
1975M02,AL,35.6120989,1975,02,2/1/1975,State
1975M03,AL,35.86603545,1975,03,3/1/1975,State
1975M04,AL,36.18048406,1975,04,4/1/1975,State
1975M05,AL,36.47736671,1975,05,5/1/1975,State
